Ticker,Sector,MarketCap,ROE,DER,NPM
NZIA,Properties & Real Estate,"25,3E+10","-2,0E+0","17,0E-2","-21,5E+0"
OASA,Infrastructures,"1,4E+12","-13,0E+0","13,0E-2","-2,5E+2"
OBAT,Healthcare,"25,9E+10","25,2E+0","20,0E-2","25,2E+0"
OBMD,Basic Materials,"20,0E+10","15,4E+0","16,0E-2","23,4E+0"
OCAP,Financials,"4,3E+10",,"-1,0E+0",
OILS,Consumer Non-Cyclicals,"12,1E+10","8,3E+0","1,8E+0","1,1E+0"
OKAS,Basic Materials,"33,9E+10","2,0E-2","1,6E+0","1,0E-2"
OLIV,Consumer Cyclicals,"20,3E+10","-14,4E+0","21,0E-2","-1,3E+2"
OMED,Healthcare,"5,4E+12","13,8E+0","15,0E-2","24,8E+0"
OMRE,Properties & Real Estate,"1,3E+12","-4,2E+0","20,0E-2","-4,7E+2"
OPMS,Basic Materials,"11,9E+10","-10,7E+0","1,0E-2","-3,0E+2"
PACK,Basic Materials,"3,5E+12","-23,7E+0","13,0E-2","-72,1E+0"
PADA,Industrials,"63,0E+10","-9,0E+0","1,3E+0","-2,1E+0"
PADI,Financials,"1,4E+12","12,7E+0","37,0E-2","1,7E+2"
PALM,Consumer Non-Cyclicals,"5,9E+12","-4,9E+0","75,0E-2","-5,8E+2"
PAMG,Properties & Real Estate,"20,0E+10","1,1E+0","38,0E-2","12,9E+0"
PANI,Consumer Non-Cyclicals,"2,4E+14","3,0E+0","61,0E-2","30,0E+0"
PANR,Consumer Cyclicals,"99,2E+10","30,2E+0","62,0E-2","13,6E+0"
PANS,Financials,"1,1E+12","6,2E+0","82,0E-2","31,5E+0"
PART,Consumer Cyclicals,"35,0E+10","16,4E+0","88,0E-2","12,3E+0"
PBID,Basic Materials,"3,7E+12","14,1E+0","16,0E-2","10,3E+0"
PBRX,Consumer Cyclicals,"79,5E+10","50,4E+0","1,1E+0","30,9E+0"
PBSA,Infrastructures,"4,0E+12","30,2E+0","58,0E-2","22,7E+0"
PCAR,Consumer Non-Cyclicals,"4,0E+10","1,1E+0","37,0E-2","40,0E-2"
PDES,Consumer Cyclicals,"41,8E+10","25,6E+0","2,1E+0","6,5E+0"
PDPP,Basic Materials,"1,1E+12","7,6E+0","47,0E-2","8,3E+0"
PEGE,Financials,"55,3E+10","-17,0E+0","1,8E+0",
PEHA,Healthcare,"26,9E+10","-52,0E+0","2,6E+0","-30,7E+0"
PEVE,Healthcare,"89,2E+10","18,0E+0","3,0E+0","2,3E+0"
PGAS,Energy,"43,8E+12","9,1E+0","70,0E-2","11,2E+0"
PGEO,Infrastructures,"48,5E+12","6,9E+0","48,0E-2","43,3E+0"
PGJO,Technology,"84,0E+10","-1,5E+2","69,0E-2","-14,1E+2"
PGLI,Consumer Cyclicals,"16,9E+10","-2,1E+0","1,6E+0","-2,1E+0"
PGUN,Consumer Non-Cyclicals,"70,0E+12","8,6E+0","32,0E-2","30,2E+0"
PICO,Basic Materials,"13,4E+10","1,7E+0","2,1E+0","80,0E-2"
PIPA,Industrials,"84,3E+10","2,5E+0","16,0E-2","14,2E+0"
PJAA,Consumer Cyclicals,"81,6E+10","7,8E+0","96,0E-2","17,0E+0"
PJHB,Transportation & Logistic,"1,1E+12","9,7E+0","3,0E-2","85,9E+0"
PKPK,Energy,"1,0E+12","9,0E+0","1,6E+0","4,1E+0"
PLAN,Consumer Cyclicals,"4,3E+10","-8,1E+0","47,0E-2","-68,5E+0"
PLAS,Financials,"5,9E+10","-24,0E-2","20,0E-2","-18,9E+0"
PLIN,Properties & Real Estate,"8,9E+12","8,7E+0","13,0E-2","95,4E+0"
PMJS,Consumer Cyclicals,"1,6E+12","3,0E+0","63,0E-2","1,5E+0"
PMMP,Consumer Non-Cyclicals,"12,9E+10","-28,9E+0","3,2E+0","-32,5E+0"
PMUI,Consumer Cyclicals,"86,4E+10","12,5E+0","18,0E-2","2,0E+0"
PNBN,Financials,"28,5E+12","4,6E+0","2,7E+0","22,7E+0"
PNBS,Financials,"2,1E+12","1,3E+0","33,0E-2","13,2E+0"
PNGO,Basic Materials,"2,4E+12","25,3E+0","44,0E-2","18,1E+0"
PNIN,Financials,"3,5E+12","1,4E+0","2,3E+0","10,0E+0"
PNLF,Financials,"8,8E+12","2,4E+0","2,3E+0","16,1E+0"
PNSE,Consumer Cyclicals,"57,8E+10","-2,9E+0","77,0E-2","-3,5E+0"
POLA,Financials,"11,7E+10","-5,6E+0","4,0E-2","-74,5E+0"
POLI,Properties & Real Estate,"1,5E+12","4,3E+0","1,0E+0","18,7E+0"
POLL,Properties & Real Estate,"93,2E+10","1,5E+0","68,0E-2","25,8E+0"
POLU,Consumer Cyclicals,"16,8E+12","6,8E+0","65,0E-2","7,6E+0"
POLY,Consumer Cyclicals,"6,2E+10",,"-1,1E+0","-1,3E+2"
POOL,Financials,"11,7E+10","-8,4E+0","3,0E-2","-2,9E+2"
PORT,Infrastructures,"3,2E+12","11,4E+0","99,0E-2","14,3E+0"
POSA,Properties & Real Estate,"41,9E+10",,"-2,5E+0","-3,0E+2"
POWR,Infrastructures,"11,7E+12","8,9E+0","67,0E-2","15,6E+0"
PPGL,Transportation & Logistic,"11,9E+10","5,5E+0","88,0E-2","9,3E+0"
PPRE,Infrastructures,"1,2E+12","5,1E+0","1,2E+0","6,8E+0"
PPRI,Basic Materials,"33,3E+10","4,7E+0","27,0E-2","3,8E+0"
PPRO,Properties & Real Estate,"1,3E+12","-3,5E+0","51,0E-2","-1,8E+2"
PRAY,Healthcare,"11,9E+12","4,5E+0","68,0E-2","8,5E+0"
PRDA,Healthcare,"2,2E+12","8,2E+0","12,0E-2","12,0E+0"
PRIM,Healthcare,"28,8E+10","-75,0E-2","12,0E-2","-2,9E+0"
PSAB,Basic Materials,"14,2E+12","7,0E+0","93,0E-2","13,9E+0"
PSAT,Energy,"2,0E+12","8,9E+0","28,0E-2","14,7E+0"
PSDN,Consumer Non-Cyclicals,"14,8E+10","-59,2E+0","3,1E+0","-3,5E+2"
PSGO,Consumer Non-Cyclicals,"4,0E+12","15,2E+0","55,0E-2","21,6E+0"
PSKT,Consumer Cyclicals,"2,8E+12","-2,9E+0","18,0E-2","-25,0E+0"
PSSI,Energy,"1,9E+12","1,6E+0","16,0E-2","5,7E+0"
PTBA,Energy,"26,6E+12","15,7E+0","1,1E+0","10,4E+0"
PTDU,Infrastructures,"7,5E+10",,"-16,7E+0","-50,9E+0"
PTIS,Energy,"22,3E+10","28,0E-2","53,0E-2","58,0E-2"
PTMP,Industrials,"28,2E+10","4,7E+0","44,0E-2","11,2E+0"
PTMR,Basic Materials,"71,3E+10","5,5E+0","59,0E-2","8,7E+0"
PTPP,Infrastructures,"2,2E+12","1,0E+0","2,6E+0","1,4E+0"
PTPS,Consumer Non-Cyclicals,"43,8E+10","19,8E+0","1,0E-2","75,3E+0"
PTPW,Infrastructures,"86,1E+10","5,3E+0","15,0E-2","13,9E+0"
PTRO,Energy,"1,0E+14","5,1E+0","4,2E+0","2,3E+0"
PTSN,Technology,"2,0E+12","9,6E+0","82,0E-2","6,7E+0"
PTSP,Consumer Cyclicals,"23,0E+10","10,4E+0","87,0E-2","3,5E+0"
PUDP,Properties & Real Estate,"90,3E+10","-72,0E-2","7,0E-2","-13,5E+0"
PURA,Transportation & Logistic,"22,7E+10","1,3E+0","22,0E-2","2,3E+0"
PURE,Basic Materials,"7,0E+10",,"-6,6E+0","-1,2E+2"
PURI,Properties & Real Estate,"38,6E+10","-6,4E+0","4,3E+0","-28,4E+0"
PWON,Properties & Real Estate,"18,4E+12","8,2E+0","37,0E-2","41,8E+0"
PYFA,Healthcare,"6,6E+12","-65,7E+0","8,4E+0","-23,4E+0"
PZZA,Consumer Cyclicals,"68,3E+10","3,9E+0","89,0E-2","1,8E+0"
RAAM,Consumer Cyclicals,"1,6E+12","-6,6E+0","26,0E-2","-59,5E+0"
RAFI,Consumer Cyclicals,"10,0E+10","-18,6E+0","52,0E-2","-39,9E+0"
RAJA,Energy,"27,9E+12","10,0E+0","85,0E-2","17,5E+0"
RALS,Consumer Cyclicals,"3,1E+12","9,5E+0","28,0E-2","17,8E+0"
RANC,Consumer Non-Cyclicals,"1,4E+12","-20,9E+0","2,9E+0","-2,7E+0"
RATU,Energy,"32,9E+12","36,8E+0","45,0E-2","44,8E+0"
RBMS,Properties & Real Estate,"9,3E+10","-2,4E+0","66,0E-2","-8,0E+0"
RCCC,Transportation & Logistic,"18,4E+10","7,3E+0","1,1E+0","5,2E+0"
RDTX,Properties & Real Estate,"3,2E+12","10,8E+0","12,0E-2","82,3E+0"
REAL,Properties & Real Estate,"45,1E+10","6,5E+0","1,0E-2","3,3E+2"
RELF,Properties & Real Estate,"24,1E+10","5,0E+0","26,0E-2","67,7E+0"
RELI,Financials,"1,1E+12","61,0E-2","32,0E-2","28,5E+0"
RGAS,Energy,"14,4E+10","3,9E+0","14,0E-2","2,1E+0"
RICY,Consumer Cyclicals,"3,9E+10",,"-6,9E+0","-46,6E+0"
RIGS,Energy,"46,6E+10","10,4E+0","2,0E-2","1,2E+2"
RIMO,Properties & Real Estate,"2,3E+12","1,2E+0","9,0E-2","14,2E+0"
RISE,Consumer Cyclicals,"1,3E+14","2,3E+0","28,0E-2","21,6E+0"
RMKE,Energy,"16,7E+12","12,3E+0","44,0E-2","20,3E+0"
RMKO,Energy,"30,5E+10","-33,9E+0","2,4E+0","-27,3E+0"
ROCK,Properties & Real Estate,"97,6E+10","1,2E+0","17,0E-2","10,1E+0"
RODA,Properties & Real Estate,"59,8E+10","-2,9E+0","60,0E-2","-42,8E+0"
RONY,Infrastructures,"5,4E+12","3,1E+0","36,0E-2","35,2E+0"
ROTI,Consumer Non-Cyclicals,"4,9E+12","13,0E+0","88,0E-2","9,1E+0"
RSCH,Healthcare,"1,1E+12","-13,8E+0","1,1E+0","-39,0E+0"
RSGK,Healthcare,"91,1E+10","4,1E+0","31,0E-2","9,9E+0"
RUIS,Energy,"15,2E+10","2,7E+0","1,4E+0","1,0E+0"
RUNS,Technology,"10,0E+10","12,0E-2","34,0E-2","65,0E-2"
SAFE,Transportation & Logistic,"22,5E+10","89,5E+0","9,4E+0","11,0E+0"
SAGE,Properties & Real Estate,"23,3E+10","-1,5E+0","12,0E-2","-1,4E+2"
SAME,Healthcare,"6,8E+12","1,2E+0","38,0E-2","3,5E+0"
SAMF,Basic Materials,"3,2E+12","17,1E+0","1,1E+0","9,1E+0"
SAPX,Transportation & Logistic,"29,7E+10","46,0E-2","1,1E+0","23,0E-2"
SATU,Properties & Real Estate,"34,7E+10","-17,3E+0","3,5E+0","-44,4E+0"
SBAT,Consumer Cyclicals,"47,5E+8","-49,5E+0","3,4E+0","-6,6E+2"
SBMA,Basic Materials,"11,9E+10","5,8E+0","23,0E-2","13,3E+0"
SCCO,Industrials,"1,9E+12","5,5E+0","6,0E-2","5,3E+0"
SCMA,Consumer Cyclicals,"28,6E+12","8,5E+0","26,0E-2","13,4E+0"
SCNP,Consumer Cyclicals,"40,3E+10","4,4E+0","23,0E-2","8,9E+0"
SCPI,Healthcare,"10,4E+10","19,3E+0","68,0E-2","8,4E+0"
SDMU,Transportation & Logistic,"8,7E+10","-68,1E+0","6,2E+0","-21,8E+0"
SDPC,Consumer Non-Cyclicals,"17,6E+10","5,6E+0","5,3E+0","56,0E-2"
SDRA,Financials,"4,2E+12","56,0E-2","3,3E+0","2,6E+0"
SEMA,Energy,"17,2E+10","5,3E+0","69,0E-2","8,3E+0"
SFAN,Financials,"2,6E+12","-13,2E+0","27,0E-2","-3,5E+2"
SGER,Energy,"6,4E+12","12,0E+0","1,3E+0","5,4E+0"
SGRO,Consumer Non-Cyclicals,"13,5E+12","21,4E+0","65,0E-2","29,8E+0"
SHID,Consumer Cyclicals,"1,0E+12","-7,5E+0","78,0E-2","-71,0E+0"
SHIP,Energy,"14,4E+12","7,1E+0","1,1E+0","12,2E+0"
SICO,Energy,"12,6E+10","9,3E+0","25,0E-2","10,6E+0"
SIDO,Healthcare,"16,4E+12","35,5E+0","10,0E-2","44,4E+0"
SILO,Healthcare,"32,0E+12","10,7E+0","45,0E-2","10,9E+0"
SIMA,Basic Materials,"2,2E+10",,"-1,3E+2","-9,7E+2"
SIMP,Consumer Non-Cyclicals,"9,6E+12","8,4E+0","52,0E-2","14,5E+0"
SINI,Industrials,"4,8E+12",,"-3,0E+0","-14,5E+0"
SIPD,Consumer Non-Cyclicals,"1,3E+12","1,8E+0","1,5E+0","56,0E-2"
SKBM,Consumer Non-Cyclicals,"88,2E+10","2,6E+0","1,0E+0","1,2E+0"
SKLT,Consumer Non-Cyclicals,"1,6E+12","13,9E+0","71,0E-2","6,9E+0"
SKRN,Industrials,"4,7E+12","37,6E+0","1,6E+0","36,1E+0"
SKYB,Technology,"3,0E+10","-2,8E+0","26,0E-2","-23,4E+0"
SLIS,Consumer Cyclicals,"20,2E+10","-2,8E+0","21,0E-2","-7,3E+0"
SMAR,Consumer Non-Cyclicals,"14,4E+12","8,6E+0","1,0E+0","2,8E+0"
SMBR,Basic Materials,"2,8E+12","7,1E+0","42,0E-2","13,5E+0"
SMCB,Basic Materials,"7,0E+12","6,1E+0","56,0E-2","10,1E+0"
SMDM,Properties & Real Estate,"4,5E+12","54,0E-2","9,0E-2","8,6E+0"
SMDR,Transportation & Logistic,"5,0E+12","7,2E+0","81,0E-2","9,6E+0"
SMGA,Basic Materials,"1,0E+12","13,4E+0","1,1E+0","4,0E+0"
SMGR,Basic Materials,"19,6E+12","24,0E-2","60,0E-2","45,0E-2"
SMIL,Industrials,"4,2E+12","13,6E+0","54,0E-2","31,4E+0"
SMKL,Basic Materials,"56,7E+10","2,0E+0","1,5E+0","1,3E+0"
SMKM,Infrastructures,"14,8E+10","1,6E+0","2,0E-2","9,0E+0"
SMLE,Basic Materials,"63,8E+10","-1,1E+0","85,0E-2","-73,0E-2"
SMMA,Financials,"82,8E+12","10,5E+0","3,3E+0","19,4E+0"
SMMT,Energy,"4,9E+12","12,6E+0","1,7E+0","4,6E+0"
SMRA,Properties & Real Estate,"6,4E+12","6,6E+0","1,5E+0","15,4E+0"
SMRU,Energy,"62,5E+10",,"-33,6E+0","-1,2E+2"
SMSM,Consumer Cyclicals,"9,5E+12","26,5E+0","21,0E-2","28,7E+0"
SNLK,Consumer Cyclicals,"18,5E+10","-3,2E+0","26,0E-2","-17,3E+0"
SOCI,Energy,"1,5E+12","4,3E+0","54,0E-2","14,9E+0"
SOFA,Consumer Cyclicals,"56,2E+10","-1,9E+0","33,0E-2","-3,8E+0"
SOHO,Healthcare,"18,6E+12","19,5E+0","1,0E+0","10,2E+0"
SOLA,Basic Materials,"41,7E+10","16,7E+0","62,0E-2","16,5E+0"
SONA,Consumer Cyclicals,"1,6E+12","10,4E+0","40,0E-2","10,7E+0"
SOSS,Industrials,"72,7E+10","-2,2E+0","71,0E-2","-43,0E-2"
SOTS,Consumer Cyclicals,"41,8E+10","-9,5E+0","1,3E+0","-1,2E+2"
SOUL,Consumer Non-Cyclicals,"9,6E+10","-10,9E+0","8,0E-2","-2,8E+2"
SPMA,Basic Materials,"1,0E+12","2,4E+0","45,0E-2","2,9E+0"
SPRE,Consumer Cyclicals,"9,6E+10","5,2E+0","13,0E-2","7,0E+0"
SPTO,Industrials,"1,8E+12","10,7E+0","42,0E-2","13,1E+0"
SQMI,Basic Materials,"66,8E+10",,"-35,0E+0","-98,3E+2"
SRAJ,Healthcare,"2,1E+14","-8,3E+0","4,3E+0","-6,4E+0"
SRIL,Consumer Cyclicals,"3,0E+12",,"-1,6E+0","-63,0E+0"
SRSN,Basic Materials,"37,9E+10","6,2E+0","49,0E-2","5,1E+0"
SRTG,Financials,"21,6E+12","-8,9E+0","7,0E-2","-3,1E+2"
SSIA,Infrastructures,"8,8E+12","15,0E-2","44,0E-2","37,0E-2"
SSMS,Consumer Non-Cyclicals,"15,2E+12","36,1E+0","2,2E+0","11,5E+0"
SSTM,Consumer Cyclicals,"1,7E+12","-10,7E+0","65,0E-2","-12,9E+0"
STAA,Consumer Non-Cyclicals,"14,9E+12","24,9E+0","44,0E-2","24,8E+0"
STAR,Financials,"89,3E+10","1,7E+0","5,0E-2","2,0E+2"
STRK,Consumer Non-Cyclicals,"2,1E+12","-17,3E+0","11,0E-2","-2,3E+2"
STTP,Consumer Non-Cyclicals,"13,0E+12","16,9E+0","9,0E-2","30,7E+0"
SUGI,Energy,"1,2E+12","-11,3E+0","2,1E+0","-21,1E+2"
SULI,Basic Materials,"78,4E+10","-40,4E+0","1,9E+0","-56,1E+0"
SUNI,Energy,"2,1E+12","22,6E+0","45,0E-2","25,8E+0"
SUPR,Infrastructures,"49,9E+12","15,3E+0","31,0E-2","85,6E+0"
SURE,Energy,"4,0E+12","-51,6E+0","4,9E+0","-34,3E+0"
SURI,Healthcare,"63,3E+10","-3,0E+0","15,0E-2","-8,9E+0"
SWAT,Basic Materials,"4,8E+10","-16,3E+0","2,3E+0","-21,4E+0"
SWID,Properties & Real Estate,"66,2E+10","14,2E+0","79,0E-2","30,1E+0"
TALF,Basic Materials,"63,3E+10","2,7E+0","46,0E-2","3,2E+0"
TAMA,Infrastructures,"4,4E+10","-28,9E+0","4,1E+0","-60,1E+0"
TAMU,Energy,"1,1E+12","-67,0E+0","76,0E-2","-4,0E+2"
TAPG,Consumer Non-Cyclicals,"33,6E+12","35,8E+0","24,0E-2","51,0E+0"
TARA,Properties & Real Estate,"27,2E+10","-22,0E-2","2,0E-2","-81,5E+0"
TAXI,Transportation & Logistic,"16,4E+10","-6,5E+0","8,0E-2","-1,5E+2"
TAYS,Consumer Non-Cyclicals,"9,0E+10","-1,4E+2","7,2E+0","-77,8E+0"
TBIG,Infrastructures,"45,0E+12","12,2E+0","3,2E+0","25,2E+0"
TBLA,Consumer Non-Cyclicals,"4,3E+12","9,2E+0","2,3E+0","5,1E+0"
TBMS,Basic Materials,"1,0E+12","9,0E+0","1,4E+0","1,0E+0"
TCID,Consumer Non-Cyclicals,"1,3E+12","-25,0E-2","29,0E-2","-29,0E-2"
TCPI,Energy,"37,6E+12","8,5E+0","74,0E-2","13,3E+0"
TDPM,Basic Materials,"1,2E+12","-3,8E+2","8,6E+0","-1,6E+2"
TEBE,Energy,"2,7E+12","10,9E+0","6,0E-2","39,5E+0"
TECH,Technology,"6,3E+10","2,0E+0","15,0E-2","3,5E+2"
TELE,Consumer Cyclicals,"6,6E+10",,"-1,0E+0","-10,4E+0"
TFAS,Technology,"42,3E+10","13,0E-2","31,0E-2","10,0E-2"
TFCO,Consumer Cyclicals,"2,4E+12","1,8E+0","8,0E-2","3,9E+0"
TGKA,Consumer Non-Cyclicals,"4,6E+12","16,8E+0","1,0E+0","4,1E+0"
TGRA,Infrastructures,"7,4E+10","-8,8E+0","52,0E-2",
TGUK,Consumer Non-Cyclicals,"48,9E+10","-1,0E+2","42,0E-2","-27,7E+2"
TIFA,Financials,"1,6E+12","5,0E+0","50,0E-2","45,5E+0"
TINS,Basic Materials,"24,3E+12","11,6E+0","80,0E-2","13,3E+0"
TIRA,Industrials,"84,1E+10","1,0E-2","1,4E+0","1,0E-2"
TIRT,Basic Materials,"5,8E+10",,"-1,5E+0","-15,6E+4"
TKIM,Basic Materials,"23,6E+12","14,1E+0","40,0E-2","55,2E+0"
TLDN,Consumer Non-Cyclicals,"9,3E+12","35,3E+0","74,0E-2","33,1E+0"
TLKM,Infrastructures,"3,5E+14","14,0E+0","88,0E-2","19,9E+0"
TMAS,Transportation & Logistic,"7,4E+12","21,0E+0","71,0E-2","19,9E+0"
TMPO,Consumer Cyclicals,"17,7E+10","-79,0E-2","78,0E-2","-1,5E+0"
TNCA,Transportation & Logistic,"10,8E+10","1,1E+0","16,0E-2","88,0E-2"
TOBA,Energy,"6,9E+12","-55,2E+0","2,4E+0","-45,6E+0"
TOOL,Consumer Cyclicals,"12,9E+10","-3,3E+0","11,0E-2","-13,9E+0"
TOPS,Infrastructures,"3,3E+10","-68,6E+0","2,9E+0","-6,8E+2"
TOSK,Technology,"29,8E+10","4,1E+0","32,0E-2","51,0E-2"
TOTL,Infrastructures,"3,5E+12","31,0E+0","2,1E+0","13,7E+0"
TOTO,Industrials,"2,8E+12","14,4E+0","36,0E-2","20,6E+0"
TOWR,Infrastructures,"32,2E+12","13,1E+0","2,0E+0","35,6E+0"
TOYS,Consumer Cyclicals,"1,1E+10","-5,5E+0","44,0E-2","-22,5E+0"
TPMA,Energy,"2,0E+12","15,3E+0","86,0E-2","26,5E+0"
TRAM,Energy,"2,5E+12","-62,0E+0","3,1E+0","-23,1E+0"
TRGU,Consumer Non-Cyclicals,"1,6E+12","-3,3E+0","2,9E+0","-1,2E+0"
TRIL,Industrials,"6,0E+10","-3,1E+0","17,0E-2","-16,9E+0"
TRIM,Financials,"4,9E+12","25,9E+0","2,5E+0","41,8E+0"
TRIN,Properties & Real Estate,"3,2E+12","-12,7E+0","3,4E+0","-33,1E+0"
TRIO,Consumer Cyclicals,"11,1E+12",,"-1,0E+0","-38,3E+0"
TRIS,Consumer Cyclicals,"59,1E+10","7,2E+0","66,0E-2","4,9E+0"
TRJA,Transportation & Logistic,"24,2E+10","-86,0E-2","1,0E+0","-86,0E-2"
TRON,Technology,"24,8E+10","-19,5E+0","41,0E-2","-61,6E+0"
TRST,Basic Materials,"1,3E+12","1,4E+0","1,0E+0","1,4E+0"
TRUE,Properties & Real Estate,"96,9E+10","-24,5E+0","2,2E+0","-1,7E+2"
TRUK,Transportation & Logistic,"21,1E+10","-16,1E+0","33,0E-2","-22,3E+0"
TRUS,Financials,"34,4E+10","4,9E+0","23,0E-2","59,1E+0"
TSPC,Healthcare,"12,6E+12","15,2E+0","34,0E-2","14,8E+0"
TUGU,Financials,"3,9E+12","6,8E+0","1,9E+0","10,8E+0"
TYRE,Consumer Cyclicals,"43,9E+10","6,7E+0","72,0E-2","5,0E+0"
UANG,Consumer Cyclicals,"6,4E+12","13,0E+0","1,9E+0","28,8E+0"
UCID,Consumer Non-Cyclicals,"1,8E+12","36,0E-2","46,0E-2","33,0E-2"
UDNG,Consumer Non-Cyclicals,"6,6E+12","-1,1E+0","7,0E-2","-4,6E+0"
UFOE,Consumer Cyclicals,"54,2E+10","7,9E+0","1,2E+0","2,3E+0"
ULTJ,Consumer Non-Cyclicals,"15,7E+12","15,3E+0","8,0E-2","19,5E+0"
UNIC,Basic Materials,"3,5E+12","9,3E+0","16,0E-2","9,5E+0"
UNIQ,Energy,"1,3E+12","11,1E+0","56,0E-2","12,4E+0"
UNIT,Consumer Cyclicals,"2,4E+10","14,0E-2","47,0E-2","65,0E-2"
UNSP,Consumer Non-Cyclicals,"51,5E+10",,"-1,7E+0","-1,0E+2"
UNTD,Consumer Cyclicals,"67,3E+10","-1,4E+0","1,1E+0","-2,4E+0"
UNTR,Industrials,"1,0E+14","15,0E+0","74,0E-2","15,3E+0"
UNVR,Consumer Non-Cyclicals,"99,2E+12","1,1E+2","4,2E+0","13,4E+0"
URBN,Properties & Real Estate,"60,8E+10","-25,0E-2","1,0E+0","-50,3E+0"
UVCR,Technology,"22,6E+10","-8,0E-2","1,2E+0","-1,0E-2"
VAST,Properties & Real Estate,"45,2E+10","4,3E+0","38,0E-2","57,5E+0"
VERN,Consumer Cyclicals,"60,0E+10","-40,0E-2","3,0E-2","-3,4E+0"
VICI,CONSUMER GOODS INDUSTRY,"4,8E+12","14,8E+0","22,0E-2","15,8E+0"
VICO,Financials,"2,8E+12","8,3E+0","5,3E+0","93,8E+0"
VINS,Financials,"22,2E+10","6,3E+0","51,0E-2","13,5E+0"
VISI,Industrials,"68,9E+10","2,3E+0","58,0E-2","1,7E+0"
VIVA,Consumer Cyclicals,"46,1E+10","14,7E+2","16,0E+0","7,9E+2"
VKTR,Consumer Cyclicals,"21,7E+12","-16,0E-2","59,0E-2","-25,0E-2"
VOKS,Industrials,"1,0E+12","-17,5E+0","2,0E+0","-6,8E+0"
VRNA,Financials,"49,5E+10","-1,7E+0","3,1E+0","-4,5E+0"
VTNY,Financials,"58,9E+10","4,1E+0","2,3E+0","12,5E+0"
WAPO,Consumer Non-Cyclicals,"23,1E+10","-15,3E+0","71,0E-2","-86,0E-2"
WEGE,Infrastructures,"65,1E+10","-1,2E+0","90,0E-2","-2,5E+0"
WEHA,Transportation & Logistic,"17,8E+10","9,0E+0","54,0E-2","10,0E+0"
WGSH,Technology,"27,5E+10","7,0E+0","24,0E-2","34,8E+0"
WICO,Consumer Non-Cyclicals,"29,4E+10",,"-1,5E+0","-33,0E+0"
WIDI,Industrials,"6,1E+10","-3,8E+0","2,0E-2","-27,8E+0"
WIFI,Consumer Cyclicals,"19,8E+12","16,8E+0","1,4E+0","71,9E+0"
WIIM,Consumer Non-Cyclicals,"3,9E+12","18,3E+0","63,0E-2","8,2E+0"
WIKA,Infrastructures,"8,1E+12","-72,6E+0","5,7E+0","-68,4E+0"
WINE,Consumer Non-Cyclicals,"54,2E+10","12,1E+0","40,0E-2","18,6E+0"
WINR,Properties & Real Estate,"20,9E+10","6,0E+0","31,0E-2","54,2E+0"
WINS,Energy,"1,9E+12","6,4E+0","25,0E-2","22,5E+0"
WIRG,Technology,"1,2E+12","10,1E+0","72,0E-2","4,6E+0"
WMPP,Consumer Non-Cyclicals,"35,3E+10","-84,2E+0","7,8E+0","-62,7E+0"
WMUU,Consumer Non-Cyclicals,"55,6E+10","-11,2E+0","2,0E+0","-17,5E+0"
WOMF,Financials,"1,2E+12","11,2E+0","2,8E+0","15,7E+0"
WOOD,Consumer Cyclicals,"2,3E+12","3,7E+0","69,0E-2","7,8E+0"
WOWS,Energy,"18,6E+10","1,6E+0","21,0E-2","4,9E+0"
WSBP,Basic Materials,"1,0E+12",,"-2,7E+0","-58,3E+0"
WSKT,Infrastructures,"5,8E+12","-63,1E+0","15,4E+0","-52,3E+0"
WTON,Basic Materials,"84,5E+10","1,1E+0","76,0E-2","1,6E+0"
YELO,Consumer Cyclicals,"22,4E+10","-1,5E+0","3,0E-2","-8,0E+0"
YOII,Financials,"33,9E+10","16,1E+0","60,0E-2","6,2E+0"
YPAS,Basic Materials,"35,4E+10","-3,1E+0","1,2E+0","-1,5E+0"
YULE,Financials,"4,8E+12","8,8E+0","27,0E-2","1,2E+2"
YUPI,Consumer Non-Cyclicals,"14,3E+12","36,0E+0","75,0E-2","27,4E+0"
ZATA,Consumer Cyclicals,"53,5E+10","34,0E-2","30,0E-2","1,1E+0"
ZBRA,Industrials,"12,6E+10","-13,4E+0","1,8E+0","-13,6E+0"
ZINC,Basic Materials,"75,8E+10","-41,8E+0","4,2E+0",
ZONE,Consumer Cyclicals,"46,1E+10","2,1E+0","89,0E-2","1,5E+0"
ZYRX,Technology,"22,3E+10","5,3E+0","73,0E-2","6,8E+0"
